title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,Production Cost,release_year
3251.0,4.0,3.0,6.0,0.0,58.0,8.0,314.0,140.0,561.0,268.0,530.0,32.0,6.0
3070.0,3.0,3.0,2.0,32.0,28.0,10.0,269.0,581.0,204.0,400.0,230.0,140.0,3.0
785.0,2.0,2.0,2.0,1.0,3.0,6.0,98.0,396.0,383.0,69.0,326.0,501.0,7.0
3107.0,2.0,6.0,4.0,32.0,11.0,4.0,73.0,611.0,245.0,386.0,123.0,162.0,19.0
2768.0,2.0,0.0,1.0,32.0,0.0,4.0,350.0,444.0,364.0,237.0,605.0,490.0,6.0
707.0,2.0,6.0,4.0,9.0,18.0,1.0,40.0,584.0,253.0,416.0,226.0,74.0,4.0
1268.0,4.0,0.0,3.0,14.0,3.0,21.0,107.0,11.0,398.0,116.0,548.0,453.0,8.0
1221.0,2.0,4.0,1.0,7.0,48.0,15.0,138.0,169.0,199.0,315.0,535.0,411.0,6.0
1010.0,2.0,0.0,2.0,35.0,11.0,0.0,197.0,198.0,348.0,304.0,0.0,367.0,17.0
2323.0,4.0,6.0,3.0,23.0,11.0,10.0,271.0,198.0,2.0,287.0,1.0,115.0,4.0
2641.0,2.0,7.0,4.0,23.0,0.0,8.0,140.0,198.0,483.0,402.0,3.0,232.0,16.0
3431.0,2.0,3.0,5.0,0.0,28.0,21.0,208.0,672.0,189.0,159.0,472.0,196.0,1.0
470.0,4.0,7.0,7.0,32.0,18.0,1.0,257.0,197.0,210.0,470.0,279.0,530.0,7.0
272.0,0.0,6.0,1.0,7.0,11.0,4.0,40.0,198.0,23.0,241.0,649.0,284.0,8.0
28.0,2.0,4.0,1.0,14.0,65.0,2.0,320.0,146.0,268.0,279.0,429.0,31.0,9.0
2433.0,5.0,5.0,2.0,1.0,41.0,4.0,104.0,198.0,22.0,4.0,45.0,484.0,9.0
57.0,6.0,0.0,7.0,14.0,38.0,1.0,247.0,575.0,119.0,245.0,248.0,257.0,19.0
1164.0,0.0,7.0,3.0,7.0,3.0,2.0,259.0,198.0,228.0,257.0,0.0,472.0,9.0
44.0,4.0,6.0,0.0,2.0,48.0,4.0,155.0,198.0,345.0,25.0,317.0,122.0,5.0
3396.0,2.0,5.0,0.0,1.0,28.0,6.0,343.0,83.0,337.0,456.0,362.0,122.0,5.0
2779.0,8.0,0.0,5.0,23.0,41.0,21.0,149.0,22.0,256.0,431.0,256.0,24.0,11.0
2550.0,0.0,0.0,0.0,32.0,48.0,10.0,203.0,198.0,7.0,158.0,92.0,211.0,11.0
2318.0,6.0,2.0,7.0,14.0,18.0,0.0,249.0,198.0,344.0,2.0,188.0,355.0,17.0
1417.0,2.0,5.0,3.0,14.0,38.0,10.0,2.0,91.0,107.0,175.0,519.0,205.0,14.0
2855.0,4.0,6.0,3.0,32.0,58.0,0.0,173.0,198.0,0.0,400.0,0.0,549.0,5.0
622.0,0.0,7.0,3.0,14.0,65.0,6.0,250.0,198.0,172.0,1.0,181.0,1.0,8.0
3665.0,2.0,6.0,2.0,23.0,51.0,2.0,162.0,307.0,392.0,534.0,210.0,160.0,3.0
1958.0,8.0,2.0,2.0,9.0,54.0,4.0,88.0,135.0,251.0,310.0,659.0,38.0,9.0
2856.0,2.0,5.0,5.0,9.0,38.0,3.0,74.0,198.0,182.0,393.0,2.0,121.0,8.0
259.0,2.0,6.0,0.0,23.0,65.0,1.0,371.0,416.0,179.0,190.0,157.0,97.0,7.0
501.0,4.0,4.0,6.0,23.0,58.0,0.0,215.0,198.0,74.0,415.0,2.0,193.0,5.0
3767.0,4.0,2.0,6.0,23.0,18.0,21.0,214.0,254.0,401.0,415.0,465.0,160.0,6.0
649.0,2.0,4.0,2.0,1.0,58.0,8.0,333.0,524.0,176.0,210.0,502.0,91.0,6.0
3469.0,4.0,6.0,2.0,0.0,0.0,21.0,172.0,198.0,66.0,215.0,2.0,111.0,5.0
3578.0,2.0,5.0,7.0,0.0,48.0,0.0,186.0,198.0,340.0,500.0,682.0,117.0,3.0
3340.0,4.0,3.0,6.0,9.0,3.0,15.0,337.0,106.0,103.0,513.0,65.0,318.0,2.0
208.0,4.0,4.0,5.0,23.0,18.0,21.0,113.0,198.0,2.0,155.0,2.0,245.0,7.0
1775.0,0.0,6.0,2.0,35.0,28.0,8.0,221.0,119.0,524.0,213.0,398.0,118.0,14.0
2112.0,5.0,2.0,6.0,14.0,44.0,6.0,282.0,103.0,144.0,224.0,28.0,24.0,8.0
3091.0,1.0,6.0,2.0,32.0,28.0,10.0,142.0,194.0,309.0,233.0,476.0,427.0,17.0
3281.0,3.0,5.0,1.0,32.0,11.0,1.0,118.0,198.0,28.0,221.0,19.0,0.0,1.0
1207.0,3.0,0.0,2.0,0.0,3.0,3.0,87.0,368.0,384.0,339.0,647.0,328.0,1.0
3573.0,7.0,5.0,7.0,23.0,48.0,6.0,89.0,413.0,382.0,394.0,304.0,551.0,19.0
347.0,5.0,7.0,6.0,7.0,58.0,15.0,221.0,198.0,13.0,0.0,53.0,52.0,8.0
2762.0,4.0,7.0,0.0,0.0,58.0,4.0,107.0,621.0,614.0,317.0,662.0,437.0,9.0
381.0,2.0,0.0,6.0,23.0,6.0,21.0,153.0,648.0,552.0,421.0,529.0,406.0,17.0
1285.0,0.0,5.0,2.0,23.0,3.0,10.0,180.0,198.0,9.0,427.0,493.0,72.0,5.0
1909.0,2.0,0.0,7.0,23.0,0.0,3.0,332.0,36.0,398.0,288.0,579.0,179.0,2.0
3092.0,2.0,4.0,4.0,23.0,28.0,2.0,215.0,322.0,108.0,439.0,182.0,491.0,11.0
772.0,4.0,6.0,7.0,2.0,65.0,3.0,349.0,552.0,263.0,553.0,564.0,489.0,5.0
1795.0,2.0,4.0,1.0,3.0,48.0,10.0,92.0,494.0,289.0,406.0,474.0,242.0,6.0
35.0,6.0,3.0,5.0,35.0,58.0,8.0,256.0,371.0,325.0,119.0,536.0,173.0,19.0
3950.0,0.0,6.0,4.0,35.0,28.0,6.0,305.0,198.0,218.0,2.0,483.0,492.0,10.0
104.0,2.0,6.0,7.0,3.0,46.0,0.0,84.0,632.0,444.0,495.0,589.0,326.0,0.0
2050.0,2.0,0.0,7.0,35.0,48.0,2.0,361.0,198.0,192.0,278.0,2.0,101.0,9.0
892.0,2.0,6.0,3.0,0.0,38.0,3.0,346.0,349.0,212.0,193.0,217.0,40.0,8.0
1274.0,5.0,3.0,6.0,35.0,65.0,15.0,138.0,633.0,692.0,118.0,622.0,198.0,7.0
2004.0,2.0,2.0,2.0,23.0,0.0,10.0,250.0,240.0,336.0,119.0,420.0,245.0,7.0
2493.0,2.0,6.0,6.0,14.0,65.0,4.0,11.0,246.0,284.0,433.0,420.0,61.0,19.0
3690.0,3.0,0.0,2.0,3.0,6.0,6.0,176.0,195.0,107.0,156.0,95.0,83.0,0.0
1587.0,1.0,0.0,2.0,9.0,18.0,1.0,186.0,87.0,248.0,159.0,230.0,575.0,12.0
3535.0,5.0,5.0,2.0,14.0,26.0,3.0,274.0,198.0,17.0,6.0,20.0,233.0,10.0
611.0,2.0,5.0,5.0,14.0,28.0,8.0,330.0,542.0,376.0,261.0,644.0,246.0,0.0
1745.0,4.0,7.0,2.0,1.0,65.0,6.0,332.0,198.0,44.0,451.0,34.0,335.0,2.0
434.0,0.0,3.0,2.0,1.0,28.0,21.0,106.0,623.0,110.0,549.0,97.0,119.0,8.0
1652.0,2.0,0.0,7.0,14.0,11.0,2.0,311.0,226.0,322.0,323.0,663.0,116.0,10.0
1481.0,4.0,7.0,0.0,32.0,6.0,21.0,327.0,198.0,45.0,118.0,35.0,217.0,4.0
2946.0,4.0,3.0,3.0,9.0,48.0,21.0,320.0,663.0,401.0,392.0,628.0,267.0,6.0
3748.0,4.0,4.0,7.0,0.0,48.0,1.0,296.0,198.0,2.0,354.0,1.0,177.0,2.0
3945.0,4.0,7.0,5.0,0.0,11.0,10.0,280.0,198.0,1.0,411.0,1.0,211.0,5.0
1027.0,4.0,0.0,0.0,9.0,48.0,21.0,226.0,208.0,314.0,522.0,198.0,167.0,2.0
1488.0,2.0,6.0,3.0,1.0,28.0,8.0,139.0,66.0,319.0,404.0,612.0,108.0,9.0
1581.0,4.0,0.0,5.0,3.0,48.0,6.0,361.0,198.0,373.0,0.0,416.0,307.0,6.0
3230.0,0.0,7.0,7.0,3.0,3.0,3.0,101.0,364.0,294.0,484.0,377.0,32.0,8.0
1853.0,0.0,6.0,3.0,35.0,58.0,10.0,361.0,243.0,290.0,343.0,115.0,263.0,6.0
2846.0,3.0,0.0,6.0,1.0,48.0,15.0,241.0,198.0,5.0,349.0,3.0,317.0,1.0
600.0,2.0,0.0,3.0,1.0,38.0,6.0,98.0,173.0,303.0,161.0,358.0,269.0,1.0
2720.0,6.0,5.0,4.0,23.0,28.0,6.0,345.0,488.0,462.0,333.0,280.0,338.0,19.0
584.0,2.0,3.0,2.0,2.0,0.0,4.0,247.0,274.0,246.0,438.0,332.0,119.0,7.0
1774.0,2.0,4.0,7.0,35.0,6.0,8.0,143.0,446.0,463.0,458.0,341.0,211.0,13.0
453.0,5.0,5.0,3.0,32.0,11.0,1.0,192.0,125.0,98.0,9.0,68.0,70.0,12.0
3936.0,4.0,0.0,3.0,3.0,3.0,6.0,113.0,98.0,129.0,105.0,451.0,286.0,6.0
1804.0,8.0,3.0,7.0,1.0,58.0,4.0,289.0,187.0,303.0,489.0,297.0,69.0,9.0
392.0,6.0,5.0,0.0,14.0,0.0,2.0,146.0,487.0,406.0,258.0,451.0,160.0,18.0
2149.0,2.0,0.0,5.0,2.0,38.0,10.0,318.0,450.0,245.0,103.0,138.0,438.0,8.0
3118.0,4.0,4.0,5.0,7.0,58.0,1.0,358.0,198.0,8.0,360.0,6.0,330.0,8.0
2051.0,2.0,0.0,7.0,14.0,6.0,2.0,0.0,677.0,243.0,380.0,189.0,224.0,16.0
2625.0,6.0,5.0,6.0,14.0,58.0,1.0,201.0,4.0,24.0,1.0,60.0,24.0,17.0
3446.0,2.0,5.0,5.0,32.0,65.0,8.0,192.0,561.0,515.0,520.0,382.0,233.0,5.0
3242.0,5.0,7.0,0.0,35.0,28.0,3.0,187.0,198.0,211.0,440.0,2.0,410.0,11.0
2152.0,5.0,4.0,1.0,35.0,6.0,15.0,355.0,198.0,51.0,410.0,25.0,156.0,9.0
595.0,4.0,7.0,2.0,1.0,6.0,2.0,92.0,644.0,306.0,523.0,246.0,265.0,5.0
1188.0,2.0,5.0,2.0,3.0,11.0,6.0,358.0,659.0,477.0,441.0,509.0,106.0,3.0
967.0,0.0,7.0,2.0,0.0,6.0,2.0,161.0,198.0,28.0,115.0,0.0,247.0,7.0
826.0,2.0,5.0,7.0,3.0,58.0,2.0,343.0,544.0,428.0,71.0,656.0,211.0,2.0
1674.0,2.0,0.0,0.0,32.0,28.0,15.0,148.0,116.0,562.0,551.0,315.0,335.0,3.0
292.0,3.0,7.0,4.0,3.0,28.0,21.0,322.0,198.0,6.0,78.0,4.0,0.0,1.0
1260.0,4.0,6.0,1.0,23.0,28.0,2.0,138.0,579.0,108.0,110.0,98.0,194.0,9.0
3383.0,4.0,4.0,5.0,7.0,0.0,21.0,300.0,681.0,330.0,509.0,107.0,7.0,1.0
3176.0,2.0,3.0,7.0,35.0,58.0,0.0,15.0,18.0,483.0,297.0,425.0,515.0,12.0
2468.0,6.0,1.0,0.0,9.0,6.0,3.0,241.0,88.0,317.0,335.0,488.0,95.0,19.0
633.0,2.0,6.0,6.0,2.0,18.0,0.0,29.0,156.0,215.0,242.0,450.0,490.0,2.0
2504.0,0.0,3.0,2.0,1.0,3.0,2.0,310.0,198.0,10.0,337.0,449.0,201.0,9.0
1848.0,2.0,5.0,0.0,32.0,6.0,6.0,251.0,198.0,131.0,59.0,1.0,281.0,10.0
2200.0,4.0,4.0,6.0,7.0,11.0,8.0,96.0,198.0,25.0,84.0,19.0,102.0,8.0
2061.0,2.0,6.0,4.0,9.0,6.0,2.0,318.0,458.0,660.0,508.0,545.0,419.0,7.0
1588.0,2.0,0.0,4.0,1.0,48.0,10.0,180.0,198.0,601.0,275.0,1.0,286.0,8.0
3864.0,6.0,7.0,4.0,32.0,11.0,1.0,163.0,351.0,98.0,107.0,669.0,349.0,19.0
3975.0,2.0,3.0,2.0,35.0,11.0,0.0,5.0,399.0,680.0,543.0,661.0,570.0,17.0
2520.0,2.0,6.0,7.0,1.0,11.0,6.0,325.0,212.0,397.0,546.0,354.0,202.0,7.0
3334.0,3.0,4.0,4.0,23.0,48.0,2.0,111.0,198.0,2.0,278.0,1.0,63.0,0.0
2486.0,0.0,3.0,6.0,32.0,28.0,6.0,275.0,398.0,117.0,457.0,127.0,254.0,10.0
2219.0,2.0,7.0,3.0,23.0,38.0,8.0,252.0,198.0,17.0,197.0,504.0,43.0,10.0
1659.0,0.0,3.0,3.0,1.0,6.0,15.0,168.0,198.0,5.0,449.0,481.0,86.0,9.0
217.0,4.0,6.0,2.0,9.0,11.0,4.0,213.0,198.0,192.0,0.0,647.0,211.0,9.0
1811.0,0.0,6.0,1.0,3.0,38.0,4.0,301.0,350.0,487.0,89.0,336.0,255.0,9.0
404.0,4.0,0.0,5.0,1.0,18.0,3.0,369.0,198.0,252.0,7.0,512.0,54.0,5.0
1625.0,4.0,7.0,2.0,14.0,11.0,2.0,240.0,461.0,489.0,167.0,178.0,225.0,1.0
451.0,8.0,5.0,3.0,32.0,48.0,21.0,151.0,275.0,280.0,94.0,444.0,105.0,10.0
1178.0,4.0,4.0,5.0,2.0,28.0,6.0,178.0,198.0,509.0,3.0,590.0,126.0,6.0
2648.0,2.0,7.0,0.0,14.0,65.0,21.0,339.0,318.0,416.0,403.0,429.0,450.0,18.0
2626.0,4.0,0.0,0.0,9.0,11.0,10.0,355.0,363.0,629.0,261.0,572.0,265.0,7.0
1479.0,5.0,5.0,6.0,9.0,18.0,15.0,69.0,198.0,243.0,27.0,114.0,222.0,13.0
3819.0,2.0,5.0,5.0,35.0,18.0,1.0,223.0,371.0,616.0,419.0,601.0,553.0,11.0
87.0,4.0,6.0,5.0,1.0,38.0,4.0,313.0,198.0,3.0,499.0,2.0,398.0,3.0
3674.0,2.0,0.0,3.0,23.0,3.0,15.0,174.0,597.0,355.0,234.0,109.0,110.0,19.0
3951.0,4.0,0.0,5.0,14.0,6.0,3.0,104.0,359.0,464.0,190.0,466.0,211.0,8.0
1994.0,2.0,6.0,7.0,9.0,6.0,2.0,180.0,347.0,103.0,121.0,547.0,555.0,7.0
1295.0,3.0,4.0,3.0,35.0,58.0,15.0,165.0,198.0,2.0,286.0,1.0,278.0,3.0
2241.0,6.0,7.0,2.0,32.0,3.0,10.0,144.0,198.0,14.0,504.0,448.0,64.0,18.0
2841.0,4.0,7.0,2.0,2.0,65.0,0.0,237.0,198.0,1.0,446.0,0.0,252.0,7.0
2821.0,6.0,5.0,2.0,35.0,65.0,8.0,232.0,287.0,379.0,100.0,316.0,19.0,19.0
2738.0,2.0,6.0,7.0,1.0,11.0,1.0,281.0,353.0,424.0,488.0,569.0,183.0,9.0
3842.0,4.0,7.0,0.0,32.0,18.0,4.0,85.0,198.0,10.0,116.0,8.0,197.0,2.0
3903.0,2.0,5.0,6.0,32.0,28.0,3.0,243.0,557.0,664.0,203.0,470.0,455.0,15.0
1914.0,5.0,7.0,7.0,28.0,53.0,1.0,248.0,135.0,195.0,153.0,12.0,205.0,9.0
3818.0,0.0,6.0,0.0,9.0,28.0,6.0,118.0,198.0,25.0,433.0,669.0,227.0,11.0
3097.0,4.0,4.0,4.0,2.0,6.0,1.0,368.0,56.0,76.0,278.0,58.0,591.0,0.0
2743.0,8.0,3.0,0.0,23.0,28.0,1.0,154.0,66.0,691.0,195.0,608.0,67.0,10.0
899.0,2.0,0.0,0.0,7.0,11.0,21.0,359.0,625.0,460.0,376.0,480.0,256.0,4.0
2953.0,8.0,7.0,0.0,35.0,18.0,2.0,306.0,318.0,184.0,500.0,462.0,286.0,8.0
3891.0,2.0,7.0,7.0,7.0,59.0,3.0,290.0,231.0,326.0,67.0,153.0,384.0,4.0
1174.0,2.0,4.0,2.0,23.0,38.0,0.0,141.0,559.0,203.0,98.0,634.0,333.0,8.0
2136.0,5.0,4.0,1.0,29.0,48.0,14.0,40.0,500.0,710.0,307.0,153.0,30.0,8.0
3519.0,6.0,6.0,6.0,35.0,65.0,15.0,152.0,198.0,0.0,379.0,144.0,142.0,17.0
3540.0,4.0,5.0,2.0,32.0,59.0,6.0,145.0,198.0,33.0,481.0,26.0,158.0,2.0
2657.0,5.0,7.0,7.0,9.0,58.0,15.0,215.0,198.0,165.0,6.0,655.0,484.0,7.0
3011.0,2.0,6.0,4.0,9.0,0.0,0.0,233.0,324.0,135.0,460.0,550.0,90.0,6.0
3521.0,2.0,0.0,1.0,0.0,65.0,1.0,40.0,506.0,216.0,85.0,495.0,31.0,9.0
1894.0,4.0,7.0,0.0,23.0,28.0,21.0,116.0,54.0,118.0,219.0,6.0,43.0,5.0
2820.0,4.0,0.0,5.0,23.0,58.0,2.0,310.0,198.0,17.0,233.0,13.0,155.0,5.0
999.0,2.0,3.0,0.0,23.0,3.0,21.0,113.0,264.0,228.0,546.0,368.0,211.0,9.0
810.0,2.0,0.0,4.0,35.0,28.0,0.0,247.0,512.0,378.0,501.0,439.0,545.0,19.0
2382.0,8.0,0.0,6.0,35.0,3.0,15.0,194.0,171.0,207.0,372.0,567.0,410.0,10.0
2036.0,0.0,0.0,6.0,13.0,23.0,8.0,296.0,198.0,8.0,390.0,257.0,62.0,9.0
1870.0,2.0,0.0,1.0,7.0,48.0,8.0,188.0,190.0,135.0,248.0,283.0,155.0,6.0
740.0,4.0,0.0,5.0,3.0,11.0,10.0,109.0,198.0,298.0,1.0,305.0,32.0,8.0
40.0,6.0,1.0,7.0,14.0,18.0,10.0,172.0,485.0,336.0,481.0,311.0,340.0,19.0
656.0,2.0,4.0,0.0,14.0,3.0,6.0,176.0,261.0,306.0,416.0,355.0,224.0,1.0
1519.0,0.0,6.0,7.0,32.0,38.0,4.0,359.0,5.0,44.0,464.0,47.0,257.0,7.0
1464.0,4.0,5.0,0.0,0.0,0.0,2.0,264.0,586.0,154.0,427.0,139.0,266.0,7.0
2378.0,0.0,3.0,0.0,0.0,58.0,8.0,170.0,198.0,199.0,0.0,499.0,131.0,9.0
819.0,8.0,2.0,5.0,23.0,48.0,3.0,292.0,276.0,277.0,215.0,501.0,0.0,9.0
3267.0,5.0,0.0,1.0,9.0,11.0,3.0,218.0,198.0,133.0,2.0,239.0,255.0,11.0
1307.0,0.0,4.0,3.0,2.0,48.0,4.0,344.0,645.0,438.0,186.0,349.0,296.0,9.0
2862.0,4.0,4.0,3.0,1.0,38.0,6.0,151.0,198.0,0.0,85.0,0.0,292.0,9.0
1097.0,2.0,0.0,5.0,3.0,3.0,4.0,128.0,122.0,103.0,551.0,424.0,411.0,4.0
214.0,2.0,0.0,0.0,14.0,0.0,21.0,166.0,308.0,306.0,498.0,103.0,265.0,0.0
1245.0,4.0,7.0,7.0,14.0,38.0,21.0,156.0,198.0,1.0,5.0,1.0,255.0,6.0
3671.0,4.0,0.0,7.0,0.0,28.0,4.0,298.0,672.0,447.0,477.0,421.0,337.0,8.0
2588.0,8.0,2.0,2.0,14.0,48.0,8.0,171.0,543.0,106.0,351.0,116.0,88.0,11.0
2868.0,6.0,2.0,1.0,35.0,58.0,2.0,318.0,198.0,157.0,1.0,683.0,612.0,18.0
932.0,2.0,0.0,1.0,32.0,11.0,2.0,248.0,509.0,133.0,407.0,666.0,2.0,15.0
3197.0,2.0,6.0,0.0,32.0,58.0,2.0,187.0,329.0,487.0,173.0,136.0,431.0,17.0
861.0,4.0,5.0,4.0,3.0,28.0,6.0,225.0,217.0,370.0,373.0,431.0,590.0,3.0
3980.0,8.0,0.0,1.0,2.0,6.0,8.0,330.0,643.0,226.0,465.0,502.0,26.0,8.0
1907.0,0.0,6.0,0.0,7.0,58.0,8.0,126.0,47.0,112.0,337.0,399.0,348.0,7.0
2043.0,2.0,3.0,7.0,9.0,28.0,6.0,72.0,224.0,114.0,103.0,229.0,54.0,9.0
3768.0,4.0,5.0,6.0,3.0,58.0,10.0,148.0,198.0,8.0,253.0,6.0,397.0,4.0
2205.0,6.0,4.0,2.0,9.0,6.0,10.0,335.0,198.0,10.0,296.0,371.0,80.0,17.0
3462.0,2.0,4.0,5.0,35.0,3.0,3.0,95.0,34.0,96.0,479.0,270.0,438.0,3.0
1473.0,4.0,0.0,3.0,35.0,6.0,8.0,178.0,629.0,377.0,436.0,147.0,559.0,5.0
3404.0,4.0,4.0,0.0,0.0,58.0,21.0,212.0,198.0,10.0,302.0,8.0,414.0,3.0
2507.0,0.0,2.0,7.0,1.0,11.0,2.0,135.0,198.0,282.0,15.0,118.0,555.0,9.0
158.0,4.0,0.0,2.0,9.0,38.0,10.0,68.0,198.0,449.0,12.0,558.0,419.0,9.0
3805.0,0.0,2.0,5.0,23.0,11.0,6.0,233.0,198.0,13.0,94.0,1.0,245.0,8.0
3705.0,9.0,3.0,0.0,23.0,48.0,21.0,155.0,587.0,401.0,198.0,533.0,25.0,16.0
